uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
smote,minmax,0.5,xgb,27153088,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,4.97E-17,1,1,1,0,1,1,1,0,9194,9338,,,,,,0,0.3,aucpr,0,19,binary:logistic,25,44848,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,nb,22379194,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.120294599,0.210494931,0.176075131,0.030653681,0.156494523,0.508645533,0.358444095,0.140176751,0.158490566,0.297764656,0.227705895,0.053852081,0.699397103,0.781574811,0.741565574,0.027999418,0.112063533,0.201361294,0.156963368,0.029101363,0.79978308,0.896357329,0.830065766,0.03534266,9178,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.5,sgd,13202039,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.005025126,0.09817197,0.052942124,0.037560113,0.001396648,0.687203791,0.287726176,0.252859829,0.002185792,0.171800948,0.087580651,0.066430255,0.281121219,0.665568777,0.461046705,0.143898714,0.043880224,0.099933119,0.069718845,0.021551748,0.542172593,0.901339961,0.665726479,0.132203348,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.723202458,optimal,squared_loss,l2,,,,,,,,
smote,minmax,0.8,nb,19620774,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096649711,0.132739421,0.113362273,0.011873754,0.858789625,0.891930836,0.875285282,0.012728087,0.173981686,0.229938272,0.200484192,0.018427899,0.695131682,0.780606433,0.738894999,0.029395292,0.110978077,0.20449974,0.158139885,0.030793243,0.435055111,0.567590988,0.487052818,0.04814304,9182,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.8,sgd,17363843,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.151852884,0.090782523,0.051560407,0,0.866979656,0.422043103,0.347277197,0,0.254494513,0.137471741,0.083318883,0.519074741,0.762970156,0.623238362,0.082836234,0.067444056,0.161011989,0.107981153,0.031478113,0.26528621,0.922628053,0.695663161,0.233727414,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,TRUE,0.956471728,optimal,squared_hinge,l1,,,,,,,,
random_under_bootstrap,standard,0.1,ridge,9526762,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.066666667,0.013333333,0.026666667,0,0.001564945,0.000312989,0.000625978,0,0.003058104,0.000611621,0.001223242,0.630182058,0.686714189,0.658102387,0.01956339,0.098814265,0.125385712,0.115481452,0.01089406,0.922303869,0.932299465,0.926608086,0.003651872,9220,9350,,,,,0.942265207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,1,sgd,16114639,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.105625718,0.127554458,0.114648144,0.007913488,0.726698262,0.829971182,0.783304182,0.037324203,0.184442662,0.220711094,0.199995025,0.013109397,0.651168094,0.744525576,0.708186162,0.035315603,0.109237966,0.16141194,0.133664575,0.022044773,0.500216123,0.565532929,0.542354717,0.025166467,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.267264373,optimal,log,l2,,,,,,,,
random_under,standard,0.1,lr,23964429,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109677419,0.158204334,0.130859274,0.016185832,0.644549763,0.736311239,0.682535295,0.031112622,0.187456926,0.260448522,0.219432629,0.024332255,0.675644441,0.766634905,0.715979314,0.032479298,0.116946604,0.171516228,0.138470914,0.020126148,0.605575967,0.685658579,0.643508327,0.027861313,9220,9350,,,,,,,,,,,,,,,,,balanced,0.006094941,20000,elasticnet,saga,,,,,,,,,,,,,,
random_under,minmax,0.8,lr,2881561,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104720144,0.157862218,0.134533323,0.018881197,0.641390205,0.736311239,0.687546625,0.032251431,0.180044346,0.259984737,0.224748953,0.028239209,0.670728023,0.769584424,0.723707127,0.037274816,0.111128974,0.173398729,0.142764603,0.022902907,0.604491979,0.684900347,0.650745712,0.031824642,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,none,lbfgs,,,,,,,,,,,,,,
random_under_bootstrap,standard,1,nb,33265265,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.085529097,0.129839572,0.108452559,0.014631909,0.85915493,0.95892575,0.916951992,0.041555892,0.157050453,0.22611287,0.193414205,0.022728906,0.700634177,0.783583967,0.743048916,0.029057247,0.112859937,0.205296295,0.160478762,0.030448035,0.303101604,0.549935009,0.431152234,0.09747047,9195,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.5,xgb,24717806,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.224070796,0.314739229,0.265089019,0.034044944,1,1,1,0,0.366107577,0.478785788,0.417945611,0.042293048,0.980133737,0.986468152,0.982639999,0.002640722,0.64098772,0.74517999,0.686817092,0.036741605,0.765561497,0.836330156,0.794619383,0.02762999,9211,9338,,,,,,0.5,0.3,aucpr,1,16,binary:logistic,25,39326,,,,,,,,,,,,,,,,,,,,,,
smote,standard,1,nb,27606016,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.093786056,0.128123676,0.109590171,0.011295428,0.871757925,0.921787709,0.898134921,0.016779883,0.169850746,0.223412112,0.195097709,0.017621915,0.698882955,0.782780642,0.740474512,0.029164648,0.112289975,0.208946201,0.160270334,0.031815398,0.400691593,0.544410745,0.455473134,0.052133587,9185,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,1,lr,13932174,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.092089728,0.167984815,0.126641299,0.024456005,0.616113744,0.765129683,0.683536613,0.048169892,0.160230074,0.275486381,0.213271054,0.03708819,0.624997803,0.778594492,0.703226592,0.05327352,0.098365432,0.17744169,0.134832706,0.026562663,0.562780749,0.697465338,0.625115167,0.048415303,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,,,,,
smote,minmax,0.3,nb,13172854,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.117315436,0.153777778,0.131514509,0.012503785,0.690363349,0.797486034,0.749539588,0.042943093,0.200550711,0.255099533,0.223520435,0.018538304,0.698278191,0.781029022,0.739563813,0.028906871,0.112664734,0.205916472,0.158235704,0.030949387,0.551977523,0.671685442,0.617984001,0.039997541,9182,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,1,knn,23581340,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,9,distance,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.1,rf,1260574,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.883817427,0.947089947,0.915426204,0.02184746,1,1,1,0,0.938325991,0.972826087,0.955710052,0.011916517,0.999980423,1,0.999996017,7.80E-06,0.999748453,1,0.99994886,0.000100216,0.990893322,0.995677545,0.993302326,0.001598422,1883,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,260,1,5,56,
random_over,standard,0.7,svm,31476124,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.169559952,0.226773649,0.199630115,0.021925889,0.661971831,0.773775216,0.701040759,0.040961582,0.270096463,0.350751143,0.310535084,0.030189091,0.800975414,0.848837001,0.821155607,0.018412791,0.199462664,0.256314692,0.231221176,0.022731545,0.751999136,0.79132321,0.772201179,0.015273989,9207,9338,1.81,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.8,knn,20090921,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.178360101,0.231564898,0.207533296,0.018085963,1,1,1,0,0.302725968,0.376049851,0.343357427,0.02494269,0.990968801,0.997132041,0.994076009,0.002326193,0.909198113,0.963396779,0.936303163,0.020329116,0.688128342,0.750541594,0.719948667,0.021431763,6415,7394,,,,,,,,,,,,,,euclidean,9,distance,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.8,knn,13098990,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.184279476,0.225324675,0.207932621,0.014586651,1,1,1,0,0.31120944,0.367779544,0.344035926,0.020089728,0.999707191,1,0.999906509,0.000108702,0.996532594,1,0.998861434,0.001282774,0.699589367,0.741551127,0.721244137,0.017782925,7245,7826,,,,,,,,,,,,,,manhattan,23,distance,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,rf,6325413,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.920911528,0.968493151,0.948053953,0.018900192,0.987430168,0.995677233,0.991462432,0.002900702,0.954166667,0.977869986,0.969163446,0.009499257,0.999712018,0.999912684,0.99983874,7.41E-05,0.996927303,0.998973003,0.998175453,0.000749397,0.992841649,0.996791444,0.995349676,0.001605893,6545,7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,entropy,58,7,5,382,
random_under_bootstrap,minmax,0.5,rf,1980489,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.186018957,0.308500478,0.243061612,0.040366976,0.930835735,0.992101106,0.97645083,0.022988438,0.313295086,0.463414634,0.387069312,0.049518164,0.918500484,0.945668728,0.930412992,0.010538109,0.404101612,0.555975225,0.471622512,0.052455659,0.705561497,0.837954939,0.76900369,0.045256232,8544,8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,entropy,11,3,2,269,
smote,minmax,0.3,sgd,20158148,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.625111071,0.666662616,0.647260538,0.01367106,0.098990912,0.122735421,0.110187039,0.008680153,0.922628053,0.932299465,0.927041451,0.003766715,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.33982195,TRUE,0.509823308,adaptive,hinge,l1,,,,,,,,
adasyn,standard,0.5,xgb,11643792,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.545221843,0.59380863,0.573962319,0.017645338,1,1,1,0,0.705687465,0.745144202,0.729160944,0.014326605,0.9997374,0.999957306,0.999871115,7.88E-05,0.99648901,0.999486044,0.998236985,0.001064347,0.941941075,0.95368984,0.945745627,0.004444243,9216,9341,,,,,,3,0.1,aucpr,3,20,binary:logistic,9,2331,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,ridge,23395758,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.099424184,0.175977654,0.134142742,0.024520085,0.392458101,0.544668588,0.461558982,0.055918916,0.159975293,0.266009852,0.207472944,0.034472249,0.642874657,0.738196978,0.690042412,0.032442792,0.101093422,0.157648238,0.127708631,0.018572479,0.709090909,0.773752711,0.740840256,0.021280105,9220,9350,,,,,4.280328031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.8,lr,4975378,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.126436782,0.194421316,0.157271484,0.023796987,0.382306477,0.672910663,0.539772706,0.105427032,0.190027483,0.301679587,0.243264715,0.038817505,0.685414149,0.780049253,0.729829106,0.036428724,0.11475325,0.181996496,0.146417206,0.024036655,0.739700781,0.779358289,0.757097339,0.014228978,9220,9350,,,,,,,,,,,,,,,,,,0.269940279,20000,elasticnet,saga,,,,,,,,,,,,,,
random_over,minmax,1,sgd,24794127,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.099297424,0.141293532,0.118020938,0.014043419,0.669826224,0.818443804,0.740244654,0.051158488,0.172955333,0.240984302,0.203503358,0.02271114,0.684403975,0.766271215,0.722494744,0.030008362,0.110599256,0.15981644,0.136141647,0.019092148,0.561703047,0.612435009,0.575979454,0.01846428,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.187931915,FALSE,0.36838512,invscaling,epsilon_insensitive,l1,,,,,,,,
smote,standard,0.3,lr,15857157,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.111230811,0.161107615,0.132676874,0.016269522,0.652448657,0.737752161,0.685935744,0.028194408,0.190059825,0.26446281,0.222148813,0.024244928,0.686348025,0.769521812,0.719230012,0.030738856,0.116724346,0.17077699,0.139194649,0.019112207,0.614869246,0.691507799,0.647355656,0.027367245,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.8,svm,29009794,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.075184392,0.087906233,0.081139539,0.004907234,0.455331412,0.484992101,0.472727645,0.009698315,0.129058607,0.148381295,0.138449575,0.007270745,0.523948783,0.542166298,0.532568058,0.006148071,0.073509123,0.087541914,0.082463165,0.005094265,0.537418655,0.589688042,0.570496447,0.017688686,9220,9350,1.11,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.7,rf,22089945,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.468637347,0.521383076,0.497215933,0.017788221,0.90521327,0.936599424,0.919663195,0.012105117,0.624699664,0.661662818,0.645116878,0.012291628,0.979396088,0.984208181,0.982795071,0.001727689,0.880064363,0.891539819,0.884953755,0.003915827,0.915402946,0.937326203,0.925943382,0.007354057,9074,9301,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,gini,326,7,4,493,
random_over,standard,0.7,xgb,16864884,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.940379404,0.960546282,0.949857996,0.007199479,1,1,1,0,0.969273743,0.979876161,0.974270303,0.003785107,1,1,1,0,1,1,1,0,0.995233969,0.997219251,0.996129248,0.000692,9198,9326,,,,,,3,0.3,aucpr,1,25,binary:logistic,51,35853,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,rf,29514648,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.196541403,0.29058296,0.238903378,0.036371561,0.923631124,0.938967136,0.933143864,0.005134221,0.324725275,0.443228454,0.37893635,0.045450635,0.905056869,0.931594337,0.917075973,0.010756526,0.371450864,0.486126711,0.432997932,0.042994831,0.737112299,0.823656846,0.773105316,0.036393658,8829,9232,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,entropy,453,8,8,92,
adasyn,minmax,0.3,rf,5970119,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.846796657,0.925039872,0.887321708,0.033334359,0.810055866,0.876080692,0.856203482,0.024030175,0.853448276,0.893409276,0.870762435,0.014700527,0.993409885,0.996021828,0.994532864,0.000977108,0.943244137,0.96266433,0.952188363,0.006506336,0.977874187,0.985989305,0.981340849,0.003090683,8180,8930,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,gini,384,7,4,452,
random_under,standard,0.5,lr,12158966,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.139103555,0.208032956,0.161825968,0.024876833,0.110335196,0.291066282,0.177280759,0.063616508,0.125796178,0.242642643,0.167381336,0.041849753,0.658431874,0.761155418,0.699140848,0.034508643,0.114172268,0.171115347,0.132214162,0.020956032,0.863409879,0.883564614,0.875150392,0.008949059,9220,9350,,,,,,,,,,,,,,,,,,,20000,l2,lbfgs,,,,,,,,,,,,,,
random_under_bootstrap,minmax,1,knn,32194101,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.148871119,0.195492958,0.175040521,0.016310056,1,1,1,0,0.259160696,0.327049953,0.297601534,0.023740704,0.998827117,0.999941759,0.999345767,0.000444824,0.985994398,0.99921875,0.992025271,0.005240574,0.612941176,0.690641248,0.653926636,0.029124661,7701,8084,,,,,,,,,,,,,,chebyshev,21,distance,,,,,,,,,,,,,,,,,,,
,minmax,0.5,ridge,26195509,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.638479476,0.671788604,0.657219675,0.015053301,0.100231067,0.127818141,0.115446483,0.010348204,0.922628053,0.932299465,0.926933095,0.003765023,9220,9350,,,,,3.996918659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,1,ridge,30597144,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.110812265,0.151796778,0.13259527,0.013174661,0.650868878,0.706051873,0.671335733,0.018514056,0.189381751,0.249872514,0.221275893,0.019404229,0.68128755,0.758744062,0.718910551,0.025621259,0.114874436,0.170324968,0.141173931,0.018127537,0.622780749,0.680911063,0.654006144,0.020346344,9220,9350,,,,,4.52266147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,1,xgb,19415165,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,9181,9312,,,,,,1,0.7,aucpr,0,17,binary:logistic,34,21963,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.1,nb,29068489,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.08988764,0.22002635,0.163937458,0.042076278,0.050552923,0.557636888,0.367471914,0.17837996,0.06471183,0.30198915,0.218501593,0.082147025,0.700365232,0.780207555,0.740770581,0.027745677,0.113154535,0.200377929,0.15739302,0.028823507,0.773427332,0.901069519,0.827221069,0.04648254,9185,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,lr,10787533,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109922439,0.159875583,0.132271573,0.016329083,0.6492891,0.740634006,0.687048888,0.029851352,0.188014639,0.26298286,0.221643512,0.024467996,0.683426116,0.7715308,0.719764156,0.032043117,0.117357767,0.173973943,0.140204651,0.020455445,0.612275773,0.687933276,0.645740809,0.027300126,9220,9350,,,,,,,,,,,,,,,,,balanced,0.97889152,20000,elasticnet,saga,,,,,,,,,,,,,,
random_over,minmax,1,rf,32501661,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.533898305,0.666315789,0.59564335,0.044182382,0.995677233,1,0.998567933,0.001578551,0.695783133,0.799747315,0.745254692,0.034775601,0.998544037,0.999611806,0.999102119,0.000411216,0.985630359,0.994718296,0.990254208,0.003699644,0.934358752,0.966096257,0.949439172,0.010885692,8051,8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,gini,24,8,9,177,
smote,standard,1,rf,31957693,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.568067227,0.662032086,0.606146629,0.035291702,0.965417867,0.979655712,0.975214071,0.005269877,0.717622081,0.789540816,0.747079824,0.027543978,0.995044024,0.996900792,0.995928481,0.000763014,0.964433933,0.974851273,0.969739583,0.004135674,0.94237435,0.964705882,0.951432496,0.008085394,8076,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,gini,188,8,8,244,
random_over,standard,0.5,nb,13894175,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.103569339,0.141237368,0.119414491,0.012571713,0.825648415,0.872905028,0.848394567,0.018921643,0.184375,0.241212376,0.209061249,0.018899256,0.701080002,0.780599935,0.740934183,0.027476634,0.112814837,0.200084558,0.156969142,0.028766604,0.459152799,0.609510399,0.527856715,0.050633234,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.5,svm,30206753,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.047385621,0.07204611,0.058281864,0.008500754,0.045383412,0.069832402,0.055892547,0.008664123,0.04636291,0.070921986,0.057057998,0.008582146,0.431052633,0.508139425,0.47432817,0.027900398,0.05819956,0.078303967,0.068249923,0.007036955,0.858439594,0.876256684,0.865316653,0.006938757,9220,9350,2.41,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,svm,11406629,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.151777137,0.201264489,0.17675638,0.021905341,0.191340782,0.368876081,0.276788519,0.058330037,0.184387618,0.259898477,0.213449315,0.028679202,0.698515602,0.773593287,0.732000484,0.02807309,0.125890912,0.187522088,0.158571418,0.02311799,0.836079792,0.869029609,0.853034384,0.012413452,9220,9350,2.85,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
